This file contains the principal components of the VIX term structure from 'Risk Premia and the VIX Term Structure' by Travis Johnson,,,,,,
The principal components are standardized to have mean zero and standard deviation one,,,,,,
The dates are in YYYYMMDD format,,,,,,
,,,,,,
,PC1,PC2,PC3,PC4,PC5,PC6
20121120, -0.41632, 0.51779, -0.57798, 0.13725, 0.13229, -0.17715
20121121, -0.40925, 0.49497, -0.54137, 0.06855, 0.14707, -0.17754
20121123, -0.44665, 0.48030, -0.52207, 0.01629, 0.11332, -0.37403
20121126, -0.41975, 0.46691, -0.74085, -0.13062, -0.03183, -0.18219
20121127, -0.39402, 0.43770, -0.68918, -0.11203, -0.04045, -0.08098
20121128, -0.42564, 0.43056, -0.74405, -0.11186, 0.05298, -0.12207
20121129, -0.45276, 0.39856, -0.72907, -0.03692, 0.00841, -0.05654
20121130, -0.41629, 0.34157, -0.79941, 0.01998, -0.00174, -0.09671
20121203, -0.36712, 0.35364, -0.81822, -0.09954, -0.11647, -0.05982
20121204, -0.32841, 0.22947, -0.87063, 0.24224, 0.28690, -0.24505
20121205, -0.35779, 0.24546, -0.91119, -0.08245, 0.16402, -0.19313
20121206, -0.35827, 0.26730, -0.91825, -0.22900, 0.22431, -0.18156
20121207, -0.40555, 0.28167, -0.93305, -0.27842, 0.21838, -0.14845
20121210, -0.41196, 0.21660, -0.64063, -0.02861, 0.25273, -0.05274
20121211, -0.42326, 0.29976, -0.78868, -0.19103, 0.09700, -0.05766
20121212, -0.40841, 0.31711, -0.76136, -0.20449, 0.25807, -0.00518
20121213, -0.37021, 0.34283, -0.85204, -0.39815, 0.15464, -0.06212
20121214, -0.33428, 0.28936, -1.01223, -0.28884, 0.23417, -0.10548
20121217, -0.39380, 0.26952, -0.84313, -0.29531, 0.32075, -0.00027
20121218, -0.46742, 0.24654, -0.87462, -0.39003, 0.14973, 0.04449
20121219, -0.36769, 0.17146, -1.04398, -0.48045, 0.36654, -0.08098
20121220, -0.34883, 0.13979, -0.92046, -0.47907, 0.31861, -0.06383
20121221, -0.27845, 0.29541, -0.53641, -0.53190, 0.49993, -0.00623
20121224, -0.23585, 0.27245, -0.72765, -0.37547, 0.73859, -0.16659
20121226, -0.17953, 0.21149, -0.71826, -0.38497, 0.42434, -0.27891
20121227, -0.18258, 0.20056, -0.83523, -0.33538, 0.52477, -0.32133
20121228, -0.05185, 0.10989, -1.05855, -0.56154, 0.63778, -0.52264
20121231, -0.25010, 0.19236, -0.75264, -0.34462, 0.49609, -0.26197
20130102, -0.48670, 0.24665, -0.19288, -0.02062, 0.55261, 0.05613
20130103, -0.49251, 0.28823, -0.18464, -0.19423, 0.45228, 0.07777
20130104, -0.54115, 0.27691, -0.06659, -0.24466, 0.46039, 0.13473
20130107, -0.52599, 0.29601, -0.08676, -0.12357, 0.40522, 0.12922
20130108, -0.52393, 0.32377, -0.12346, -0.09943, 0.35076, 0.14113
20130109, -0.51523, 0.33470, -0.12934, -0.16649, 0.29104, 0.14092
20130110, -0.54136, 0.24724, -0.24520, -0.09000, 0.34129, 0.05378
20130111, -0.54992, 0.24626, -0.26791, -0.07471, 0.32524, 0.01170
20130114, -0.53451, 0.26171, -0.15768, -0.17486, 0.33250, 0.20229
20130115, -0.54478, 0.25690, -0.09347, -0.19346, 0.31972, 0.18330
20130116, -0.55412, 0.24081, -0.04965, -0.16902, 0.30800, 0.17519
20130117, -0.56236, 0.19853, -0.12576, -0.11161, 0.30314, 0.15993
20130118, -0.62666, 0.23860, -0.07353, -0.09769, 0.32449, 0.16247
20130122, -0.64339, 0.04763, -0.07960, -0.12334, 0.32702, 0.49166
20130123, -0.67025, -0.02825, -0.11591, -0.19874, 0.30609, 0.51836
20130124, -0.65409, -0.00067, -0.15267, -0.20661, 0.25940, 0.50330
20130125, -0.65507, -0.03530, -0.13852, -0.17546, 0.27957, 0.48189
20130128, -0.63273, -0.12189, -0.04385, -0.14682, 0.24813, 0.42831
20130129, -0.65867, -0.14592, -0.07680, -0.06369, 0.23960, 0.36011
20130130, -0.60778, -0.16629, -0.16080, -0.09865, 0.25893, 0.34062
20130131, -0.58712, -0.11160, -0.19023, -0.08971, 0.26664, 0.39189
20130201, -0.65878, -0.05334, -0.10354, -0.13296, 0.22922, 0.39944
20130204, -0.56395, -0.09816, -0.27009, -0.06850, 0.29669, 0.21136
20130205, -0.61931, -0.06817, -0.23382, -0.15073, 0.23064, 0.27533
20130206, -0.61925, -0.07735, -0.18164, -0.03048, 0.27023, 0.21479
20130207, -0.61128, -0.04938, -0.20371, -0.07169, 0.27138, 0.20346
20130208, -0.64643, -0.06636, -0.18057, -0.07199, 0.26779, 0.20052
20130211, -0.65787, -0.08012, -0.19657, -0.01037, 0.30320, 0.07755
20130212, -0.67080, -0.06331, -0.22475, -0.06429, 0.28257, 0.06950
20130213, -0.66076, -0.09518, -0.20664, 0.00059, 0.30782, 0.08516
20130214, -0.67968, -0.07619, -0.20030, -0.06271, 0.30339, 0.08957
20130215, -0.68356, -0.05516, -0.21755, -0.02092, 0.32691, 0.09026
20130219, -0.70667, -0.11368, -0.29605, 0.04580, 0.33975, -0.09555
20130220, -0.60287, -0.19206, -0.44933, 0.13888, 0.38902, -0.19531
20130221, -0.54794, -0.21954, -0.66061, 0.05065, 0.36172, -0.28091
20130222, -0.60941, -0.16393, -0.61656, -0.05681, 0.32651, -0.16965
20130225, -0.33085, -0.42658, -1.29372, -0.30056, 0.04156, -0.42397
20130226, -0.44069, -0.23757, -0.51724, 0.04544, 0.37724, -0.16298
20130227, -0.58264, -0.14400, -0.30898, 0.02859, 0.41130, -0.01055
20130228, -0.54672, -0.18938, -0.43973, -0.03334, 0.26494, -0.10123
20130301, -0.52675, -0.13629, -0.32061, 0.00046, 0.38417, -0.01085
20130304, -0.59655, -0.05603, -0.23281, -0.11785, 0.30536, 0.06876
20130305, -0.64239, -0.10219, -0.16310, -0.00068, 0.33681, 0.03382
20130306, -0.63942, -0.11343, -0.14967, 0.01838, 0.38374, 0.04747
20130307, -0.66294, -0.09535, -0.16651, -0.05867, 0.36877, 0.02101
20130308, -0.68365, -0.04271, -0.02990, -0.04762, 0.29858, 0.11445
20130311, -0.69286, -0.13126, -0.10879, 0.05328, 0.35423, -0.04140
20130312, -0.67214, -0.14802, -0.09205, 0.11016, 0.41175, -0.04156
20130313, -0.67735, -0.10714, -0.13720, 0.04604, 0.32882, -0.05943
20130314, -0.70984, -0.09815, -0.11489, -0.01556, 0.32954, -0.03870
20130315, -0.69957, -0.04371, 0.02801, 0.23123, 0.51270, 0.03065
20130318, -0.60785, -0.05099, -0.15572, -0.07336, 0.36264, 0.01820
20130319, -0.57241, -0.04059, -0.27219, 0.01713, 0.31469, -0.05908
20130320, -0.66031, 0.01384, -0.12607, -0.11605, 0.28516, 0.04076
20130321, -0.60525, 0.00879, -0.30278, -0.12117, 0.24799, -0.06558
20130322, -0.61012, 0.02611, -0.20599, -0.11497, 0.26563, 0.04754
20130325, -0.60085, -0.02229, -0.38400, -0.06177, 0.27789, -0.01275
20130326, -0.64479, -0.00597, -0.25503, -0.21718, 0.26790, -0.18727
20130327, -0.62741, -0.00765, -0.35382, -0.11851, 0.17060, -0.19900
20130328, -0.65668, 0.03775, -0.34791, -0.13575, 0.14363, -0.52968
20130401, -0.59963, -0.02068, -0.27106, -0.06935, 0.20709, -0.14953
20130402, -0.63665, 0.00333, -0.31745, -0.19069, 0.21073, -0.08961
20130403, -0.58321, -0.04687, -0.41020, -0.12401, 0.23366, -0.17020
20130404, -0.58873, 0.00829, -0.52980, -0.32527, 0.25070, -0.15408
20130405, -0.58740, 0.04715, -0.50758, -0.38567, 0.27076, 0.00614
20130408, -0.62288, 0.00374, -0.56730, -0.28190, 0.22933, 0.02313
20130409, -0.64993, 0.00859, -0.56687, -0.26942, 0.21651, 0.01720
20130410, -0.68222, -0.03236, -0.47324, -0.32241, 0.13574, 0.11233
20130411, -0.68052, -0.04601, -0.43130, -0.30491, 0.08976, 0.07925
20130412, -0.68654, -0.02286, -0.43439, -0.29386, 0.08251, 0.06195
20130415, -0.47730, -0.20365, -0.58311, -0.22645, 0.14042, -0.02273
20130416, -0.61721, -0.09969, -0.44639, -0.32132, 0.14198, 0.14031
20130417, -0.46141, -0.08242, -0.55280, -0.37515, 0.19707, 0.16561
20130418, -0.40687, -0.09367, -0.60881, -0.38038, 0.07612, 0.26126
20130419, -0.53271, 0.06851, -0.39422, -0.27736, -0.04433, 0.26884
20130422, -0.56923, -0.00778, -0.67129, -0.22204, -0.02117, 0.05193
20130423, -0.62969, -0.03826, -0.56079, -0.32977, 0.02871, 0.02778
20130424, -0.62530, -0.08670, -0.55020, -0.33557, -0.04232, 0.00029
20130425, -0.62469, -0.13562, -0.57053, -0.33854, -0.10492, -0.23011
20130426, -0.63116, -0.16736, -0.42605, -0.41069, -0.10315, 0.22856
20130429, -0.63121, -0.17014, -0.32442, -0.32267, -0.07119, 0.35554
20130430, -0.64458, -0.15430, -0.35226, -0.44752, -0.12667, 0.33482
20130501, -0.58008, -0.16250, -0.44926, -0.35908, 0.07446, 0.14869
20130502, -0.64290, -0.12057, -0.28321, -0.34225, -0.05859, 0.27821
20130503, -0.68481, -0.12664, -0.27503, -0.39883, -0.20150, 0.24082
20130506, -0.68625, -0.14052, -0.36866, -0.43576, -0.21801, 0.09144
20130507, -0.68438, -0.13675, -0.32953, -0.42448, -0.16406, 0.12154
20130508, -0.68471, -0.13898, -0.24456, -0.52819, -0.40808, 0.18154
20130509, -0.64707, -0.07752, -0.27737, -0.34080, -0.28632, 0.13328
20130510, -0.66898, -0.00844, -0.18665, -0.41889, -0.32679, 0.16726
20130513, -0.63534, -0.03116, -0.34198, -0.27374, -0.13646, -0.01669
20130514, -0.63562, -0.01951, -0.38368, -0.26365, -0.18290, -0.02240
20130515, -0.62861, 0.00901, -0.46987, -0.24518, -0.11179, -0.12185
20130516, -0.59882, 0.03993, -0.49098, -0.33279, -0.21050, -0.21364
20130517, -0.63060, 0.08853, -0.38508, -0.33317, -0.06721, -0.17951
20130520, -0.62216, 0.11878, -0.26934, -0.31319, -0.10655, -0.02162
20130521, -0.59602, 0.11566, -0.17790, -0.26095, -0.05464, -0.12907
20130522, -0.56479, 0.10898, -0.34782, -0.29343, -0.02393, -0.13133
20130523, -0.56404, 0.13131, -0.36228, -0.28186, -0.06165, -0.14566
20130524, -0.55783, 0.13145, -0.32382, -0.41134, -0.04816, -0.02801
20130528, -0.56339, 0.02533, -0.57444, -0.31275, -0.04993, -0.15027
20130529, -0.53333, 0.02354, -0.63844, -0.38606, 0.09329, -0.16223
20130530, -0.54518, 0.00594, -0.61650, -0.31759, 0.16442, -0.21697
20130531, -0.45251, -0.00994, -0.77703, -0.27463, 0.23786, -0.34918
20130603, -0.44719, 0.05116, -0.60139, -0.45585, 0.12489, -0.10446
20130604, -0.43039, 0.02952, -0.65975, -0.42748, 0.24798, -0.18201
20130605, -0.36501, 0.00744, -0.81259, -0.33260, 0.22126, -0.27595
20130606, -0.39576, 0.07515, -0.63049, -0.45717, 0.19657, -0.13628
20130607, -0.50009, 0.12667, -0.47521, -0.35643, 0.14401, -0.02725
20130610, -0.47716, 0.08094, -0.64628, -0.44402, 0.22823, -0.14912
20130611, -0.37592, 0.06196, -0.70245, -0.39324, 0.21308, -0.19445
20130612, -0.27947, 0.04839, -0.73764, -0.43706, 0.24041, -0.21484
20130613, -0.39396, 0.16918, -0.58153, -0.41906, 0.05705, -0.14982
20130614, -0.36245, 0.13230, -0.51675, -0.34508, 0.14622, -0.19835
20130617, -0.37907, 0.10130, -0.43074, -0.32458, 0.09529, -0.09983
20130618, -0.40281, 0.09205, -0.46963, -0.40775, 0.15679, -0.11112
20130619, -0.41191, 0.12064, -0.44169, -0.31474, 0.20207, -0.14723
20130620, -0.12829, -0.07390, -0.71584, -0.39318, 0.19443, -0.39346
20130621, -0.26380, 0.10996, -0.40645, -0.35641, 0.13791, -0.19235
20130624, -0.11881, 0.07197, -0.50059, -0.16444, 0.22700, -0.24978
20130625, -0.22106, 0.19801, -0.53564, -0.09107, 0.28365, -0.22267
20130626, -0.30650, 0.25436, -0.28869, -0.20407, 0.23900, -0.22878
20130627, -0.33877, 0.24366, -0.44225, -0.11223, 0.20526, -0.60391
20130628, -0.34274, 0.21382, -0.45740, -0.16576, 0.08651, -0.15263
20130701, -0.38499, 0.19470, -0.51882, -0.21227, 0.14837, -0.09392
20130702, -0.38517, 0.16716, -0.41285, -0.22811, 0.11889, 0.01055
20130703, -0.39024, 0.16717, -0.45407, -0.22253, 0.10006, -0.04423
20130705, -0.46865, 0.20657, -0.31991, -0.25014, 0.21539, -0.08046
20130708, -0.50923, 0.13562, -0.43326, -0.23570, 0.19521, -0.07992
20130709, -0.55372, 0.07569, -0.49253, -0.23173, 0.25001, -0.05523
20130710, -0.55556, 0.06388, -0.49522, -0.23424, 0.23709, -0.10883
20130711, -0.58804, 0.02889, -0.43223, -0.19559, 0.17027, 0.01042
20130712, -0.58722, 0.06603, -0.34553, -0.22334, 0.14959, 0.05417
20130715, -0.58910, 0.02478, -0.30080, -0.19947, 0.19344, 0.05141
20130716, -0.55158, 0.01853, -0.31158, -0.17531, 0.17197, 0.10538
20130717, -0.58809, 0.03684, -0.28178, -0.15413, 0.16763, 0.04051
20130718, -0.60526, 0.03437, -0.26501, -0.16517, 0.18038, 0.04547
20130719, -0.63318, 0.12746, -0.18904, -0.05959, 0.12220, 0.08227
20130722, -0.64978, 0.07488, -0.38942, 0.01803, 0.17071, -0.07207
20130723, -0.64001, 0.06248, -0.41561, 0.02154, 0.25333, -0.04208
20130724, -0.60593, 0.09465, -0.37936, 0.05432, 0.23208, -0.08697
20130725, -0.62874, 0.08207, -0.43992, 0.03249, 0.26552, -0.24396
20130726, -0.64086, 0.07570, -0.35452, -0.05407, 0.24105, -0.06736
20130729, -0.60842, 0.07202, -0.39704, -0.01191, 0.12463, 0.02006
20130730, -0.62088, 0.03722, -0.46260, -0.04233, 0.19343, -0.06546
20130731, -0.62081, -0.01349, -0.48845, -0.21054, 0.31678, -0.06569
20130801, -0.65961, -0.03402, -0.41989, -0.21296, 0.37929, -0.02748
20130802, -0.70418, -0.01360, -0.36728, -0.25891, 0.41688, 0.00010
20130805, -0.71660, -0.01717, -0.32256, -0.34752, 0.44364, 0.05225
20130806, -0.66757, -0.03278, -0.26562, -0.17298, 0.31636, 0.01806
20130807, -0.65076, -0.00190, -0.22732, -0.12877, 0.37598, 0.04725
20130808, -0.67026, -0.03863, -0.24493, -0.33910, 0.53397, -0.00970
20130809, -0.64095, -0.04594, -0.25081, -0.32134, 0.56642, 0.01306
20130812, -0.61209, -0.01841, -0.38650, -0.24234, 0.15484, -0.06415
20130813, -0.64150, 0.01152, -0.39000, -0.26370, 0.23124, -0.01377
20130814, -0.61789, 0.02289, -0.41434, -0.25633, 0.25087, -0.02051
20130815, -0.54107, -0.00202, -0.48697, -0.22469, 0.30919, -0.20854
20130816, -0.55634, 0.00223, -0.54002, -0.27237, 0.30427, -0.19583
20130819, -0.52393, -0.00260, -0.41581, -0.36993, 0.19871, -0.05440
20130820, -0.53947, -0.00476, -0.34017, -0.33232, 0.23984, -0.02638
20130821, -0.50253, -0.07268, -0.43249, -0.30062, 0.20476, -0.05501
20130822, -0.55183, -0.04050, -0.42364, -0.34674, 0.15216, -0.07063
20130823, -0.59038, -0.01976, -0.38627, -0.33868, 0.13589, -0.09794
20130826, -0.53664, -0.09288, -0.57332, -0.29814, 0.11265, -0.14166
20130827, -0.40267, -0.07839, -0.66465, -0.28002, 0.22598, -0.23164
20130828, -0.41086, -0.01562, -0.66495, -0.23610, 0.24780, -0.26131
20130829, -0.38244, 0.05751, -0.56735, -0.29488, 0.29973, -0.11345
20130830, -0.35953, 0.03801, -0.59589, -0.33236, 0.25887, -0.15726
20130903, -0.38828, 0.01671, -0.67988, -0.24102, 0.26091, -0.21106
20130904, -0.43039, 0.05243, -0.59004, -0.46313, 0.22471, -0.10648
20130905, -0.44829, 0.05160, -0.71057, -0.38522, 0.21227, -0.21114
20130906, -0.44290, 0.03823, -0.71024, -0.49118, 0.17736, -0.15218
20130909, -0.48351, 0.03444, -0.58396, -0.53249, 0.23883, -0.05372
20130910, -0.54172, 0.04115, -0.51946, -0.53124, 0.18678, -0.02724
20130911, -0.58345, 0.03587, -0.46649, -0.54483, 0.20207, -0.03779
20130912, -0.56280, 0.01478, -0.46293, -0.54960, 0.23193, 0.01452
20130913, -0.57445, 0.01826, -0.42675, -0.47428, 0.13544, -0.00813
20130916, -0.58065, -0.04399, -0.51915, -0.45217, 0.06508, -0.09172
20130917, -0.57676, -0.06042, -0.49837, -0.44832, 0.12693, 0.00567
20130918, -0.61706, -0.04830, -0.48110, -0.49069, 0.06754, -0.03422
20130919, -0.63266, 0.03461, -0.41758, -0.55877, 0.09295, -0.01234
20130920, -0.61340, 0.12451, -0.34425, -0.40683, 0.19825, 0.02982
20130923, -0.57159, -0.06009, -0.37887, -0.25118, 0.25710, -0.07387
20130924, -0.57517, -0.04902, -0.44820, -0.27090, 0.25723, -0.01601
20130925, -0.58751, -0.01226, -0.37243, -0.19755, 0.25950, 0.10329
20130926, -0.59001, -0.05679, -0.43499, -0.21901, 0.30954, -0.52289
20130927, -0.52673, -0.15278, -0.62555, -0.37659, 0.28915, -0.23008
20130930, -0.44157, -0.21824, -0.73455, -0.28447, 0.37248, -0.26963
20131001, -0.50407, -0.18839, -0.61711, -0.21874, 0.39802, -0.16045
20131002, -0.47105, -0.23853, -0.68819, -0.22794, 0.40175, -0.24643
20131003, -0.38831, -0.26369, -0.72975, -0.23491, 0.42102, -0.28123
20131004, -0.43060, -0.22880, -0.64897, -0.26775, 0.38623, -0.27909
20131007, -0.28430, -0.34410, -0.82627, -0.25599, 0.44151, -0.46523
20131008, -0.17859, -0.39243, -0.91916, -0.13670, 0.42078, -0.67067
20131009, -0.24073, -0.32842, -0.94733, 0.00520, 0.35605, -0.51851
20131010, -0.43622, -0.19232, -0.65377, -0.00448, 0.37107, -0.34767
20131011, -0.48810, -0.14505, -0.43993, -0.09908, 0.33749, -0.17608
20131014, -0.48110, -0.14759, -0.34396, -0.23333, 0.30452, 0.05399
20131015, -0.34616, -0.28753, -0.51041, -0.22173, 0.27835, -0.10077
20131016, -0.54566, -0.00743, -0.23284, -0.11619, 0.20977, 0.01420
20131017, -0.61910, -0.00012, -0.13203, -0.27220, 0.23111, 0.05854
20131018, -0.65457, -0.04955, -0.17003, -0.30690, 0.25181, 0.00804
20131021, -0.64154, -0.06795, -0.19926, -0.32869, 0.23110, -0.14912
20131022, -0.63913, -0.07124, -0.23087, -0.23561, 0.23718, 0.07378
20131023, -0.62340, -0.02842, -0.24898, -0.21389, 0.25613, -0.04934
20131024, -0.64238, -0.05180, -0.30663, -0.18309, 0.17839, -0.16517
20131025, -0.64242, -0.03935, -0.26762, -0.20543, 0.28233, -0.05876
20131028, -0.64127, 0.00700, -0.21318, -0.27878, 0.18343, 0.24880
20131029, -0.63631, -0.00983, -0.16912, -0.29135, 0.16257, 0.20978
20131030, -0.61684, 0.01155, -0.25639, -0.20603, 0.27366, 0.21076
20131031, -0.61713, -0.00895, -0.07834, -0.31309, 0.18212, 0.53679
20131101, -0.64265, 0.06548, -0.05116, -0.23395, 0.09937, 0.36475
20131104, -0.65280, 0.02837, -0.25114, -0.12186, 0.08551, 0.15338
20131105, -0.63797, 0.05270, -0.31313, -0.11817, 0.13600, 0.21682
20131106, -0.65286, 0.05442, -0.25184, -0.10473, 0.10973, 0.21330
20131107, -0.59570, 0.04220, -0.30744, -0.07932, 0.11388, 0.18834
20131108, -0.66019, 0.04089, -0.22863, -0.12502, 0.11083, 0.26050
20131111, -0.64643, 0.01390, -0.31184, -0.07904, 0.14053, 0.17827
20131112, -0.62750, 0.06026, -0.40208, -0.08786, 0.13771, 0.11373
20131113, -0.63704, 0.09421, -0.33499, -0.11876, 0.13029, 0.20110
20131114, -0.64139, 0.10443, -0.19506, -0.13257, 0.09790, 0.25403
20131115, -0.65113, 0.13677, -0.26921, -0.15425, 0.12292, 0.11854
20131118, -0.62293, 0.08798, -0.42824, -0.06396, 0.14311, 0.00514
20131119, -0.60306, 0.11269, -0.46669, -0.04530, 0.13120, 0.06761
20131120, -0.61689, 0.10440, -0.55633, -0.00958, 0.12188, -0.12987
20131121, -0.66259, 0.08903, -0.46934, -0.00791, 0.15692, -0.20193
20131122, -0.68325, 0.05033, -0.46895, -0.06522, 0.14942, -0.01640
20131125, -0.65953, 0.03972, -0.50695, -0.11805, 0.13401, 0.06399
20131126, -0.65694, 0.02462, -0.41808, -0.09125, 0.09711, -0.01139
20131127, -0.66051, 0.02266, -0.40796, -0.10225, 0.13359, 0.03320
20131129, -0.62270, -0.02477, -0.42343, -0.14573, 0.19080, 0.07230
20131202, -0.60185, -0.03209, -0.49872, -0.06517, 0.17088, 0.03763
20131203, -0.58333, 0.00662, -0.43066, -0.17330, 0.13641, 0.11645
20131204, -0.58269, -0.02901, -0.48409, -0.15101, 0.12345, 0.03127
20131205, -0.55834, -0.09105, -0.54830, -0.18339, 0.12561, -0.07415
20131206, -0.63458, -0.07793, -0.36300, -0.23974, 0.14202, 0.09979
20131209, -0.63325, -0.11129, -0.38152, -0.20084, 0.08086, -0.01034
20131210, -0.61958, -0.11447, -0.37254, -0.20327, 0.13318, -0.03257
20131211, -0.54877, -0.11958, -0.54207, -0.26855, 0.07599, -0.13517
20131212, -0.53595, -0.15156, -0.52551, -0.20662, 0.16486, -0.13724
20131213, -0.53151, -0.16300, -0.56638, -0.24219, 0.06371, -0.16438
20131216, -0.51078, -0.14182, -0.55572, -0.04144, 0.02229, -0.10582
20131217, -0.51018, -0.12778, -0.60984, -0.15616, 0.29229, -0.22040
20131218, -0.62664, -0.07553, -0.45500, -0.16961, 0.19522, -0.10885
20131219, -0.61128, -0.04901, -0.48971, -0.14836, 0.19872, -0.18433
20131220, -0.62951, -0.04662, -0.42543, -0.22908, 0.26955, -0.18609
20131223, -0.65887, -0.08727, -0.48810, -0.04790, 0.29001, -0.22143
20131224, -0.68079, -0.08882, -0.47262, -0.08347, 0.24686, -0.25847
20131226, -0.70984, -0.08739, -0.44569, -0.24657, 0.12840, -0.43018
20131227, -0.70526, -0.12260, -0.38252, -0.34553, 0.10796, -0.14104
20131230, -0.65146, -0.16601, -0.39485, -0.30186, 0.14066, -0.17318
20131231, -0.62655, -0.22869, -0.49600, -0.29762, 0.19802, -0.24264
20140102, -0.61591, -0.24102, -0.37714, -0.16982, 0.23328, -0.17295
20140103, -0.62588, -0.18574, -0.41335, -0.27157, 0.17276, -0.15053
20140106, -0.64970, -0.19743, -0.32148, -0.16044, 0.20167, -0.08145
20140107, -0.68286, -0.20843, -0.30675, -0.15127, 0.18045, -0.06100
20140108, -0.68244, -0.18446, -0.29077, -0.18931, 0.16046, 0.05368
20140109, -0.68885, -0.20077, -0.28907, -0.20525, 0.11624, 0.07003
20140110, -0.71548, -0.16649, -0.16605, -0.24988, 0.10299, 0.18131
20140113, -0.63067, -0.20520, -0.26233, -0.16584, 0.11379, -0.00383
20140114, -0.68408, -0.15816, -0.17309, -0.17160, 0.08564, 0.03656
20140115, -0.68831, -0.16670, -0.15793, -0.16043, 0.08264, 0.05247
20140116, -0.67205, -0.12976, -0.16558, -0.14033, 0.09913, 0.07388
20140117, -0.66002, -0.13502, -0.21021, -0.09873, 0.11748, 0.08711
20140121, -0.67769, -0.15204, -0.13728, -0.11398, 0.10307, 0.21353
20140122, -0.68619, -0.17183, -0.18623, -0.09905, 0.12173, 0.04199
20140123, -0.64590, -0.21850, -0.18428, -0.11059, 0.13834, -0.05285
20140124, -0.45187, -0.38197, -0.49549, -0.05470, 0.19443, -0.01357
20140127, -0.45970, -0.39456, -0.55599, -0.01800, 0.16971, -0.13381
20140128, -0.52860, -0.32330, -0.41009, 0.04374, 0.17613, -0.05096
20140129, -0.43132, -0.42310, -0.49483, -0.02939, 0.16498, -0.18026
20140130, -0.48044, -0.43945, -0.39279, 0.10004, 0.19710, -0.27796
20140131, -0.35023, -0.46836, -0.63246, 0.01335, 0.14634, -0.59451
20140203, -0.17009, -0.57772, -0.73970, 0.04053, 0.24067, -0.40018
20140204, -0.31777, -0.31987, -0.41346, -0.03068, 0.17105, -0.33573
20140205, -0.25323, -0.34315, -0.36102, 0.04697, 0.20162, -0.29676
20140206, -0.40788, -0.22347, -0.34447, 0.03308, 0.19607, -0.21828
20140207, -0.53949, -0.17711, -0.15728, -0.04814, 0.17001, -0.04517
20140210, -0.54068, -0.19367, -0.24340, -0.11582, 0.15432, -0.17116
20140211, -0.59190, -0.17334, -0.24024, -0.19402, 0.07809, -0.08422
20140212, -0.59310, -0.18564, -0.10268, -0.02758, 0.15825, -0.07242
20140213, -0.61279, -0.16725, -0.10385, -0.10110, 0.15633, 0.04038
20140214, -0.64760, -0.17125, 0.02633, -0.03738, 0.18280, 0.02203
20140218, -0.64145, -0.21444, -0.07284, 0.02885, 0.19524, -0.20248
20140219, -0.55392, -0.30484, -0.12496, -0.04124, 0.23339, -0.20945
20140220, -0.60526, -0.28442, -0.12413, 0.03469, 0.23917, -0.33598
20140221, -0.60489, -0.27002, -0.14902, 0.04570, 0.24401, -0.33777
20140224, -0.62018, -0.29953, -0.14661, 0.02210, 0.27228, -0.22765
20140225, -0.60909, -0.27857, -0.09673, 0.02620, 0.24107, -0.28833
20140226, -0.59400, -0.22133, -0.07561, -0.05461, 0.26694, -0.21271
20140227, -0.61489, -0.21191, 0.01561, -0.10698, 0.25881, -0.21532
20140228, -0.60390, -0.19882, 0.05898, -0.10084, 0.30635, -0.13243
20140303, -0.48969, -0.32393, -0.16138, -0.05846, 0.30725, -0.23026
20140304, -0.59774, -0.24024, -0.11707, 0.02117, 0.28607, -0.19782
20140305, -0.60058, -0.21247, -0.02742, 0.00516, 0.30572, -0.17140
20140306, -0.58311, -0.21391, -0.18651, 0.02956, 0.26574, -0.24996
20140307, -0.57263, -0.23217, -0.24208, 0.09630, 0.25329, -0.28311
20140310, -0.57744, -0.18541, -0.01926, -0.06953, 0.25334, -0.06464
20140311, -0.55623, -0.18856, -0.07902, -0.04951, 0.26976, -0.10628
20140312, -0.56466, -0.18929, -0.08898, -0.09829, 0.20248, -0.06544
20140313, -0.46788, -0.25516, -0.25714, -0.09907, 0.28293, -0.05880
20140314, -0.38760, -0.33408, -0.42301, 0.09765, 0.27675, -0.26596
20140317, -0.51500, -0.19730, -0.01028, -0.07536, 0.19957, 0.06634
20140318, -0.56890, -0.13965, 0.06862, -0.18180, 0.15540, 0.11365
20140319, -0.54957, -0.16381, -0.02230, -0.20317, 0.15706, 0.15767
20140320, -0.57873, -0.17947, 0.05108, -0.30978, 0.15297, 0.40541
20140321, -0.57049, -0.15026, 0.14885, -0.28563, 0.15317, 0.45690
20140324, -0.56396, -0.17709, -0.26777, -0.12802, 0.13923, -0.20561
20140325, -0.60280, -0.15792, -0.19818, -0.12191, 0.11990, -0.09056
20140326, -0.56562, -0.17593, -0.22734, -0.12976, 0.12888, -0.24917
20140327, -0.56653, -0.20744, -0.21751, -0.18230, 0.07474, 0.17910
20140328, -0.59195, -0.19447, -0.18719, -0.22950, 0.05185, 0.28995
20140331, -0.63177, -0.25708, -0.24419, -0.11090, 0.10643, 0.16584
20140401, -0.67114, -0.22017, -0.25973, -0.10067, 0.13706, 0.12769
20140402, -0.67749, -0.22992, -0.24172, -0.10250, 0.09236, 0.07357
20140403, -0.66535, -0.26590, -0.31767, -0.06609, 0.06707, -0.07946
20140404, -0.62363, -0.26842, -0.36046, -0.09966, 0.11099, -0.17403
20140407, -0.55164, -0.28873, -0.47766, -0.10257, 0.07288, -0.10371
